Season,Player_Name,Position,Team,Guaranteed_Money,Contract_Value,Contract_Length_Years
2021,Khalil Mack,ED,CHI,90000000,141000000,6
2021,Khalil McClain,WR,CHI,3000,2428000,3
2021,Khyiris Tonga,IDL,CHI,83648,3563648,4
2021,Kindle Vildor,CB,CHI,310672,3605672,4
2021,Kyle Fuller,CB,CHI,18000000,56000000,4
2021,Kylie Fitts,ED,CHI,171900,2631900,4
2021,Lacale London,IDL,CHI,0,660000,1
2021,Lachavious Simmons,RG,CHI,99096,3394096,4
2021,Larry Borom,RT,CHI,333076,3813076,4
2021,Lawrence Marshall,IDL,CHI,0,1755000,3
2021,Ledarius Mack,LB,CHI,0,660000,1
2021,Lee Autry,IDL,CHI,5000,2290000,3
2021,Margus Hunt,IDL,CHI,0,1075000,1
2021,Mario Edwards Jr.,IDL,CHI,5500097,11660391,3
2021,Marquez Tucker,LG,CHI,10000,1760000,3
2021,Marqui Christian,S,CHI,35000,1025000,1
2021,Marquise Goodwin,WR,CHI,350000,1212500,1
2021,Mathieu Betts,ED,CHI,22000,1765000,3
2021,Michael Joseph,CB,CHI,0,660000,1
2021,Michael Pinckney,LB,CHI,0,660000,1
2021,Mike Pennel,IDL,CHI,0,1075000,1
2021,Napoleon Maxwell,RB,CHI,1500,2286500,3
2021,Nick Foles,QB,CHI,21000000,24000000,3
2021,Nsimba Webster,WR,CHI,0,204844,1
2021,Pat O'Donnell,P,CHI,600000,1750000,1
2021,Patrick Scales,LS,CHI,137500,1127500,1
2021,Ramiz Ahmed,K,CHI,0,2285000,3
2021,Rashad Smith,LB,CHI,0,165600,1
2021,Redford Jones,K,CHI,0,1755000,3
2021,Reggie Davis,WR,CHI,0,660000,1
2021,Riley Ridley,WR,CHI,682596,3202596,4
2021,Robert Quinn,ED,CHI,30000000,70000000,5
2021,Rodney Adams,WR,CHI,0,780000,1
2021,Roe Farris,CB,CHI,0,660000,1
2021,Roquan Smith,LB,CHI,18477166,18477166,4
2021,Ryan Nall,RB,CHI,0,850000,1
2021,Ryan Willis,QB,CHI,0,165600,1
2021,Rysen John,TE,CHI,5000,1490000,2
2021,Sam Kamara,IDL,CHI,7000,2432000,3
2021,Sam Mustipher,C,CHI,0,1390000,2
2021,Scooter Harrington,TE,CHI,1000,2426000,3
2021,Stephen Denmark,CB,CHI,80956,2600956,4
2021,Tarik Cohen,RB,CHI,12033000,17250000,3
2021,Tashaun Gipson,S,CHI,2075000,2585000,1
2021,Taylor Gabriel,WR,CHI,14000000,26000000,4
2021,Teez Tabor,CB,CHI,0,850000,1
2021,Teven Jenkins,LT,CHI,5261518,8387848,4
2021,Thakarius Keyes,CB,CHI,0,165600,1
2021,Thomas Graham Jr.,CB,CHI,130704,3610704,4
2021,Thomas Ives,WR,CHI,0,660000,1
2021,Thomas Schaffer,IDL,CHI,25000,2435000,3
2021,Tommy Doles,LG,CHI,0,1755000,3
2021,Tre Roberson,CB,CHI,215000,1285000,2
2021,Trevis Gipson,ED,CHI,325672,3620672,4
2021,Trevon Grimes,LG,CHI,0,165600,1
2021,Trevon McSwain,IDL,CHI,32500,2297500,3
2021,Trey Burton,TE,CHI,22000000,32000000,4
2021,Tyrone Wheatley Jr.,TE,CHI,0,2425000,3
2021,Xavier Crawford,CB,CHI,31306,881306,1
