Season,Player_Name,Position,Team,Guaranteed_Money,Contract_Value,Contract_Length_Years
2020,Robert Quinn,ED,CHI,30000000,70000000,5
2020,Rodney Adams,WR,CHI,0,675000,1
2020,Roquan Smith,LB,CHI,18477166,18477166,4
2020,Roy Robertson-Harris,IDL,CHI,0,3259000,1
2020,Ryan Nall,RB,CHI,13000,1080000,2
2020,Ryan Winslow,P,CHI,20000,1717500,3
2020,Sam Mustipher,C,CHI,0,1390000,2
2020,Shaq Roland,WR,CHI,5000,1715000,3
2020,Sharif Finch,LB,CHI,0,142800,1
2020,Sherrick McManis,S,CHI,887500,1187500,1
2020,Sojourn Shelton,CB,CHI,0,142800,1
2020,Spencer Ware,RB,CHI,0,204000,1
2020,Stephen Denmark,CB,CHI,0,510000,1
2020,Tanner Gentry,WR,CHI,0,1230000,2
2020,Tarik Cohen,RB,CHI,12033000,17250000,3
2020,Tashaun Gipson,S,CHI,550000,1050000,1
2020,Taylor Gabriel,WR,CHI,14000000,26000000,4
2020,Ted Ginn,WR,CHI,887500,1187500,1
2020,Teez Tabor,CB,CHI,0,142800,1
2020,Terry Beckner Jr.,IDL,CHI,0,142800,1
2020,Thomas Ives,WR,CHI,0,510000,1
2020,Tommy Doles,LG,CHI,0,1755000,3
2020,Tre Roberson,CB,CHI,215000,1285000,2
2020,Trevis Gipson,ED,CHI,325672,3620672,4
2020,Trevon McSwain,IDL,CHI,32500,2297500,3
2020,Trevor Davis,WR,CHI,0,910000,1
2020,Trey Burton,TE,CHI,22000000,32000000,4
2020,Ty Holloway,CB,CHI,0,1710000,3
2020,Tyler Bray,QB,CHI,45000,955000,1
2020,Tyler Clark,IDL,CHI,0,142800,1
2020,Willie Beavers,RT,CHI,0,1230000,2
2020,Xavier Crawford,CB,CHI,21117,606117,1
