Season,Player_Name,Position,Team,Guaranteed_Money,Contract_Value,Contract_Length_Years
2017,Deonte Thompson,WR,CHI,80000,855000,1
2017,Derek Keaton,WR,CHI,0,1620000,3
2017,Dieugot Joseph,LT,CHI,0,1665000,3
2017,Dion Sims,TE,CHI,10000000,18000000,3
2017,Dontrelle Inman,WR,CHI,0,2746000,1
2017,Doran Grant,CB,CHI,0,122400,1
2017,Dres Anderson,WR,CHI,0,465000,1
2017,Eddie Goldman,IDL,CHI,3523969,5686314,4
2017,Eddie Jackson,S,CHI,665808,3065808,4
2017,Eddie Royal,WR,CHI,10000000,15000000,3
2017,Ego Ferguson,IDL,CHI,1918384,4113204,4
2017,Eric Kush,LG,CHI,500000,2700000,2
2017,Franko House,TE,CHI,0,1665000,3
2017,Freddie Stevenson,FB,CHI,0,1665000,3
2017,Harold Jones-Quartey,S,CHI,0,1575000,3
2017,Hendrick Ekpe,LB,CHI,3500,1668500,3
2017,Howard Jones,ED,CHI,0,1320000,2
2017,Hroniss Grasu,C,CHI,761920,3529420,4
2017,Isaiah Irving,LB,CHI,0,1665000,3
2017,Jacoby Glenn,CB,CHI,0,615000,1
2017,Jarrett Grace,LB,CHI,0,1620000,3
2017,Jason Thompson,S,CHI,0,122400,1
2017,Jay Cutler,QB,CHI,54000000,126700000,7
2017,Jaye Howard,IDL,CHI,0,775000,1
2017,Jeff Overbaugh,LS,CHI,0,465000,1
2017,Jeremy Langford,RB,CHI,543624,2823624,4
2017,Jermon Bushrod,LT,CHI,17715000,35965000,5
2017,Jerrell Freeman,LB,CHI,6000000,12000000,3
2017,Jhajuan Seales,WR,CHI,0,1665000,3
2017,Joel Bouagnon,RB,CHI,7500,1672500,3
2017,John Jenkins,IDL,CHI,100000,900000,1
2017,John Timu,LB,CHI,0,615000,1
2017,Johnthan Banks,CB,CHI,80000,855000,1
2017,Jonathan Anderson,LB,CHI,0,1320000,2
2017,Jonathan Bullard,IDL,CHI,862520,3413520,4
2017,Jordan Howard,RB,CHI,248024,2588024,4
2017,Jordan Morgan,LG,CHI,296048,2696048,4
2017,Josh Bellamy,WR,CHI,0,775000,1
2017,Josh Rounds,RB,CHI,0,1665000,3
2017,Josh Shirley,ED,CHI,0,1065000,2
2017,Josh Sitton,LG,CHI,9500000,21000000,3
2017,Justin Perillo,TE,CHI,0,690000,1
2017,Ka'Deem Carey,RB,CHI,443380,2663380,4
2017,Kapron Lewis-Moore,IDL,CHI,0,540000,1
2017,Kelvin Sheppard,LB,CHI,0,775000,1
2017,Kendall Wright,WR,CHI,1000000,2000000,1
2017,Kevin White,WR,CHI,16563048,16563048,4
2017,Kieren Duncan,WR,CHI,0,1620000,3
2017,Kyle Fuller,CB,CHI,9687000,9687000,4
2017,Kyle Long,RG,CHI,30000000,40000000,4
2017,Lamarr Houston,ED,CHI,0,977941,1
2017,Leonard Floyd,ED,CHI,15782990,15782990,4
2017,Levonte Whitfield,WR,CHI,0,1665000,3
2017,Marcus Cooper,CB,CHI,8000000,16000000,3
2017,Mario Alford,WR,CHI,0,122400,1
2017,Mark Sanchez,QB,CHI,1000000,2000000,1
2017,Markus Wheaton,WR,CHI,6000000,11000000,2
2017,Matt Slauson,LG,CHI,4900000,12800000,4
2017,Matthew Wells,LB,CHI,143892,2423892,4
2017,Mekale McKay,WR,CHI,0,122400,1
2017,Michael Burton,FB,CHI,184356,2464356,4
2017,Mike Glennon,QB,CHI,18500000,45000000,3
2017,Mike Nugent,K,CHI,0,1000000,1
2017,Mike Purcell,IDL,CHI,0,122400,1
2017,Mitch Unrein,IDL,CHI,500000,2260000,2
2017,Mitchell Kirsch,LT,CHI,0,1665000,3
2017,Mitchell Trubisky,QB,CHI,29032436,29032436,4
2017,MyCole Pruitt,TE,CHI,0,1140000,2
2017,Nelson Spruce,WR,CHI,0,122400,1
2017,Nick Kwiatkoski,LB,CHI,575120,2915120,4
2017,Pat O'Donnell,P,CHI,105308,2325308,4
2017,Patrick Scales,LS,CHI,0,615000,1
2017,Paul Lasike,RB,CHI,0,990000,2
2017,Pernell McPhee,ED,CHI,15500000,38750000,5
2017,Pig Howard,WR,CHI,0,1665000,3
2017,Prince Amukamara,CB,CHI,7000000,7000000,1
2017,Quintin Demps,S,CHI,5000000,13500000,3
2017,Rashaad Coward,RT,CHI,0,1665000,3
2017,Rashaad Reynolds,CB,CHI,0,465000,1
2017,Roberto Aguayo,K,CHI,2025320,4052568,4
2017,Roy Robertson-Harris,IDL,CHI,17000,1627000,3
2017,Rueben Randle,WR,CHI,0,775000,1
2017,Sam Acho,ED,CHI,80000,855000,1
2017,Shane Carden,QB,CHI,10000,1585000,3
2017,Sherrick McManis,CB,CHI,750000,2850000,2
2017,Tanner Gentry,WR,CHI,0,1665000,3
2017,Taquan Mizzell,RB,CHI,8000,1673000,3
2017,Tarik Cohen,RB,CHI,633156,3033156,4
2017,Tayo Fabuluje,LT,CHI,131364,2411364,4
2017,Tim Jennings,CB,CHI,11800000,22400000,4
2017,Titus Davis,WR,CHI,0,465000,1
2017,Tom Compton,RG,CHI,850000,1850000,1
2017,Tracy Porter,CB,CHI,4250000,12000000,3
2017,Travis Averill,C,CHI,0,122400,1
2017,Tre McBride,WR,CHI,0,615000,1
2017,Tyler Moore,LG,CHI,0,1575000,3
2017,Victor Cruz,WR,CHI,500000,2000000,1
2017,Will Pericak,RG,CHI,0,122400,1
2017,Will Sutton,IDL,CHI,586068,2851068,4
2017,William Poehls,RT,CHI,0,465000,1
2017,Willie Young,ED,CHI,9000000,11050000,2
2017,Zach Miller,TE,CHI,3000000,6000000,2
